위도,경도
37.41533865834483,127.42724610766275
37.3963531352433,127.32736861563812
37.71681095160404,127.3078191403619
37.41368361468508,127.22366430621057
37.42340249899144,126.6668702243456
37.28449065540026,127.4599203758904
37.66275219232062,127.20343875136442
37.694035254385696,127.00591673876912
37.56113392887231,127.42124480506747
37.63102644461197,126.59148810729197
37.432969022428566,127.019224759926
37.74631903587943,127.2308536339024
37.56274096233109,127.04940543008264
37.48358434157311,127.1718623318972
37.50121024071152,127.06229773949288
37.71924648048781,127.08993745305692
37.35681613236956,127.28766382315747
37.08879366309532,126.99245801376152
37.51052631387716,126.95720044230772
37.5937708484239,127.11146130516616
37.053437738984975,127.24528538467824
37.530519621862766,127.42766476393788
37.40793022219584,126.7820186026182
37.153234585367805,127.07662694498208
37.59588519437653,127.0137696085698
37.53307844990589,126.73674918835506
37.03358955963967,127.00566327098512
37.73121907912472,127.34646780896318
37.893730268238166,127.18749120506357
37.37563903818938,127.13406017476028
37.74877317302246,127.13446486276294
37.41259068318407,127.02616520106518
37.52339079980552,127.10743317379504
37.46069106103468,127.31068092132664
37.54664454793587,126.82690360860867
37.38283045984557,126.96657067220036
37.37827864194906,127.21636903230215
37.70435866483152,127.24886289758236
37.48669659798537,127.52875665455753
37.7453014253112,127.10252164204424
37.24202278805078,127.41225606013676
37.53843576284164,127.41999489639046
37.110564021844,126.92303490779642
37.0315388745783,127.30160708024688
37.3879296426747,127.3938095965555
37.428434689227,127.37498426371212
37.65742926407329,127.2813742713811
37.16265237634487,127.08493851325449
37.11830462752537,127.2331079366661
37.22403765812263,126.77249995409674
37.38651740870408,127.18620201910144
37.63008327775206,126.7256367977654
37.72851155456898,126.71000083932138
37.8300302819737,126.91614555463968
37.5958117776475,126.92251225712612
37.72707671846972,126.82193171369224
37.49167583592308,127.2920746903214
37.31118143050679,126.83521916874402
37.36156334468166,127.25433169627031
37.31258564242011,127.06248925212714
37.795985651773854,127.06134123099687
37.697677483920366,126.8659984446142
37.61738914924621,126.6014396375692
37.649005491849856,127.11457143296523
37.21498091705398,127.17623101447168
37.076788900748745,127.31189806799158
37.812057665046986,126.91895254412506
37.06422507090448,127.0830654829659
37.24951436134281,127.4527626923665
37.122122277679296,126.89955836933191
37.38316465864042,126.67993135378462
37.85244890163128,127.07334103497212
37.15812898110919,127.01653267563648
37.1176344594699,127.11301991639938
37.382238476091615,127.5577709309165
37.34347252554959,126.7636646169356
37.421150264184405,126.9582071523504
37.35498203735701,127.578797039224
37.24711411843478,127.29682266859622
37.30509697065672,127.34084201100302
37.44741129038273,126.92125246808996
37.31843038893329,127.12075152601383
37.17194707904359,127.09898308371568
37.11859463324869,127.0186879067134
37.78038656012903,126.9519063101949
37.62808005438952,126.65588872737048
37.664897131575614,126.74978056254636
37.67674421415083,126.8001400008328
37.30480408054952,126.8180993157668
37.8387755279815,127.01526367476156
37.20663263084751,127.00807011309256
37.65545117009782,127.2272532613426
37.3591275372703,126.69500339926368
37.20162133547317,126.80294587812617
37.2978599100342,127.49081227317352
37.95510023236116,127.05763558286364
37.80837130474648,127.1636130733351
37.73673770939882,126.95868679005378
37.21467289273235,127.24667306274576
37.89739932351221,126.93767062867305
37.0158652639898,127.20260444211176
37.29729261291317,127.19754230377656
37.54076870595426,127.3372249897403
37.73456485676089,126.92286874389671
37.134072746807824,127.338663158308
37.54985063941762,127.05167987355266
37.44197360747916,127.11752349902751
37.157224061690805,127.16134629702007
37.483205679875965,127.142305644835
37.81054254577144,127.0534313645491
37.61594363578287,126.71750594146702
37.35211196878496,126.7817421872762
37.416823932595655,127.02663052116414
37.61719449589822,126.71222848026078
37.84622485274814,127.13714986927005
37.409132911376126,127.014493020084
37.69802742464285,127.16002862536624
37.46455153894089,127.22324760190352
37.47653555235353,127.5204063067762
37.86978682123645,126.93794542148063
37.02756107344255,127.12154700503196
37.62487478487347,126.79605109247257
37.61286476756302,127.26102131723492
37.25779386302008,127.5935526573393
37.03281119095397,126.9844631938985
37.6389281943696,127.0331353023318
37.72104573841666,126.69440205375976
37.52365519424945,127.18483275431252
37.8752069188949,126.92777617213416
37.7337634841788,126.76846221574392
37.811756958074575,127.17226954116316
37.6414709327327,126.70816451164588
37.30679908929344,127.55523992993444
37.79774113558555,127.03797888580398
37.07454003915865,127.23661080021664
37.64431254573117,127.2430006904668
37.83111850546469,127.1013969369708
37.8448715886468,126.93697160539809
37.385401434979485,126.86030492578612
37.18322167824861,127.47035260231812
37.68451313091043,126.71704077460625
37.06342289876874,127.03872027231688
37.60827858240198,126.89559711116884
37.63407103988781,127.4270223721742
37.73143764871242,127.00176036915472
37.9713005779621,127.05612764060253
37.38730272975712,127.209440152325
37.221171538208175,127.41700890843636
37.10470518696972,127.23228012235684
37.25965942920315,126.7682576224564
37.27175613519364,127.49968124026104
37.453473146831485,126.9427091191575
37.58533433606412,127.02570104044491
37.26561172416222,127.45635818793885
36.97993985922307,127.11687175452074
37.88013265977129,127.08085709518396
37.143357852646034,127.19550906637656
37.66763615541683,127.03742593454156
37.76940108111842,127.0549496771433
37.52150382510844,126.79796056203972
37.34860692320727,127.3435075474118
37.47724160151984,127.20667902491763
37.59906129715655,127.22843021763542
37.6765405659741,126.98315011894113
37.76649827704183,127.29856882522886
37.2600615600899,127.34926699924468
37.22615651232566,127.35427392407736
37.96801681219168,126.9764910084304
37.60281747657607,127.16876598035198
37.37823974710493,127.17653975782966
37.55805165798203,126.66676241042823
37.05419864526026,127.02682401582766
37.57879029256233,126.78152012966171
37.11377065385538,127.30958219586294
38.018103829019495,127.00513036401756
37.498855447717474,127.0057535088891
37.12431782034847,127.2747090527871
37.93574484873905,126.9924536727861
37.02305476514101,127.12207147327624
37.88895156923887,127.0092195565356
37.3653549354901,127.16527266769305
37.57863785898234,127.20738582348088
37.30668151024448,127.0083592377887
37.37317484513899,126.89067418786207
37.6212303636093,126.6975895725945
37.56319148713569,127.46926051729828
37.9619894842575,126.95531527474138
37.22486944189205,126.7620413463476
37.153515091998464,126.9314118479843
37.32871039773366,127.34766869801196
37.22060237838247,127.17555997206256
37.34172962236546,127.29707031947434
37.18493892540627,127.2107066739415
38.06988951077029,127.07257436719227
37.293613758732015,126.877012973578
37.36226430296987,127.6154607899096
37.02428602532401,127.30360717423254
37.42534711229321,126.67993814035157
37.49389995327126,127.52091250627235
37.94575742321097,127.0557739379842
37.32206041466799,126.83687812822978
37.69184345729112,127.23235690901652
37.71640735686429,127.0091975608886
37.24062796369852,127.62207273603178
37.22496932482454,126.91164941799865
37.79538177638749,127.2055085528456
37.49676839976616,126.81699974888215
37.33142661980165,127.13394009206334
37.54395550588983,126.83236681593866
37.49080383821972,127.30271425337224
37.488091922915714,127.48675655839315
37.09968416252397,127.15027216006098
37.79854700826225,126.96615734412876
37.57820821428705,127.3277061094687
