cctvid,소재지_지번주소,위도,경도,관측소_거리,버스정류장_이용객수,지하철역_지표,학교_거리,처리시설_개수,CAI
12173,경기도 수원시 영통구 매탄동 1181-7,37.25523783,127.0364354,9642.50427935581,1527.0,6581.66977380369,0.0068289864160563,2.0,57.95063141008772
11626,경기도 수원시 권선구 세류동 212-1,37.25868287,127.0056614,10065.5929874284,613.0,1849.5674996306248,0.0056545812989457,1.0,58.66038480482456
6226,경기도 남양주시 와부읍 도곡리1035-1,37.57981233,127.2233895,3309.2784197407,1157.0,3508.083972744874,0.0034935014347541,1.0,56.96583198903508
3932,경기도 군포시 당동 778-13,37.35203539,126.9476685,1517.36940917516,777.2,7305.297682916978,0.0014918855726923,1.4,57.32193067763159
15422,경기도 안산시 단원구 고잔동 532,37.31992472,126.8352463,4328.06644277848,994.0,8891.89268018851,0.0034969058634292,0.4,58.69533663377193
25050,"경기도 용인시 기흥구 서천동 388-4 영통영락교회 뒤편, 455",37.242666,127.068185,8254.34074448687,756.0,8945.922858143671,0.0030015757330885,1.0,61.04632439692983
27467,경기도 의정부시 민락동 792-3,37.744518,127.0938193,2089.90142028819,776.0,3072.459291968167,0.003553189221326,1.0,57.43974945833333
9739,경기도 성남시 분당구 야탑3동 197-2(버스정류장),37.408131,127.142901,10722.8482092026,2067.0,13193.110206405092,0.0030074163649753,2.0,60.3547220635965
27139,경기도 의정부시 가능동 684-28,37.74717524,127.0325895,3857.14911909784,198.0,4204.65474655252,0.0032686077516328,2.0,57.83707627412281
3887,경기도 군포시 당동 409-3,37.34850677,126.9378179,1458.65802306362,149.0,3710.7118882354257,0.0030158215036644,1.0,56.3414772127193
20276,경기도 안양시 만안구 안양5동 627-311,37.39503581,126.9222725,2688.5309260368,1031.8,9628.640044760552,0.0037070045665324,0.8,58.11253063377193
6527,경기도 남양주시 진접읍 장현리 46번지,37.72991026,127.194329,4136.40481793273,1451.0,430.2092492950136,0.008516002073961,1.0,57.68180677192983
27120,경기도 의정부시 가능동 656,37.7493773,127.0368538,3611.16636423853,1382.0,6549.733372123784,0.0077022007896376,1.0,57.31496773464912
11207,경기도 수원시 권선구 권선동 1161,37.25637523,127.0322673,9828.73721276493,930.0,3769.616482408131,0.003557199930484,1.0,59.343499929824574
8195,경기도 부천시 소사본동 91-124,37.4805661,126.7908518,3277.92572365732,1249.0,11605.368878138364,0.0036075655967369,1.0,57.643548625
27445,경기도 의정부시 민락동 736-2,37.73975218,127.0892716,1494.32898707151,254.0,3431.022020720489,0.004749070534622,0.4,58.41706670833333
10645,경기도 성남시 중원구 도촌동 563,37.4151988,127.1507773,9848.91363659688,552.0,8640.337866178932,0.0027563257628322,0.4,56.26645735307018
23512,경기도 여주시 하동 125-12,37.29875495,127.6302429,3425.11659555763,753.0,989.8206026871223,0.0019290515816383,2.0,58.05699246491228
17927,경기도 안성시 금산동 22-18(몽실학교 후문),37.01041192,127.267048,1673.68370386083,611.6,565.9677355065336,0.0022089116203267,1.0,58.91162112938596
8323,경기도 부천시 심곡동 131-39,37.48589961,126.7880225,2705.81253753625,678.0,6110.665116510961,0.0026985081009962,2.0,56.9205357872807
12556,경기도 수원시 영통구 영통동 996-2,37.25536803,127.0759821,9769.24215609344,571.0,5158.047342151452,0.002190272394833,1.0,57.16832072807017
16229,경기도 안산시 단원구 원곡동 763-1번지,37.33255433,126.7961323,6734.00408698372,26.0,8655.180472288537,0.0041906927734475,0.8,57.16066082456141
3641,경기도 구리시 인창동 583-6,37.60627197,127.1354266,3280.19211329704,2073.0,2988.093123341403,0.0070104069617376,1.0,60.91978254166668
20481,경기도 안양시 만안구 안양동 201-23,37.38589146,126.9362935,2053.90515723882,1122.2,10642.315170256972,0.0014583401540358,0.4,60.88435683114035
16636,경기도 안산시 상록구 본오동 849-13,37.29141145,126.8689461,2935.68506779896,132.0,8259.253715134251,0.0034232601274171,2.0,56.56808373026316
8212,경기도 부천시 송내동 329-16,37.48436011,126.7575656,1879.10230084344,1339.0,10982.246571112964,0.0023289855836449,2.0,57.09051345614035
22515,경기도 양평군 양평읍 양근리 산26-21,37.4945158,127.4910102,12040.8628520379,22.0,8818.081472747643,0.0043501501094625,2.0,57.48495786842106
8375,경기도 부천시 심곡동 329,37.48983842,126.7761418,1629.35453616934,503.0,7123.39924630569,0.0042925235572663,1.0,58.09087424561404
16187,경기도 안산시 단원구 와동 880,37.34061294,126.8176862,6650.11256132481,2058.0,1346.2513528137963,0.0023593014918272,1.0,58.92389863815789
19823,경기도 안양시 만안구 박달1동 68-79,37.40211441,126.91188,1927.68887062234,1348.8,10295.247560642323,0.0027289228921884,1.0,58.63172249122807
26679,경기도 의왕시 오전동 120-7,37.35859425,126.9645665,1607.98320757692,1696.0,3066.878319822864,0.001507861753517,0.8,58.925627177631576
20929,경기도 양주시 덕정동 350-142,37.845156,127.062118,6489.24418370996,725.8,9623.155962231867,0.0039031972429782,1.0,60.92655410526316
15445,경기도 안산시 단원구 고잔동 554,37.31919723,126.8305999,4295.19333752755,644.6,7329.072037424697,0.001483256627375,0.4,59.88752694298245
21038,경기도 양주시 백석읍 오산리 538-31,37.795491,126.987414,3971.26136284925,40.0,925.3620553223578,0.0074139387802812,1.0,60.309152278508776
3929,경기도 군포시 당동 773,37.35229592,126.9436356,1260.02523045868,689.6,9969.722953976943,0.0020620771356132,1.0,58.900619232456144
3781,경기도 군포시 금정동 725-27,37.36382335,126.9414726,773.4280594104748,1527.6,4749.9559720078905,0.0032917969908918,1.0,58.59912438157895
9001,경기도 부천시 원종동 308-7,37.52328321,126.8071564,4599.18193334367,1570.8,2622.4615555767045,0.0022593114331088,2.0,59.22032424561404
1732,경기도 과천시 별양동 13번지,37.42447872,126.9939835,1910.16113158138,342.0,2664.4965426788463,0.0086486687310986,1.0,57.91249436622808
1488,경기도 고양시 일산서구 주엽동 166-14,37.67018192,126.7604923,4436.88831653333,85.0,8275.94575545088,0.0035171255062887,2.0,58.64158427850877
25336,경기도 용인시 기흥구 청덕동 581(도) 청덕중고등학교 맞은편,37.292012,127.145228,7210.13361542424,392.0,953.7037781653382,0.0076012219783208,1.0,58.62384541885965
11579,경기도 수원시 권선구 세류동 1110-6,37.25318105,127.0157672,9865.89356444048,1322.0,1989.8555940814947,0.0025994062094231,1.0,57.69388742105264
27826,경기도 의정부시 의정부동 218-16,37.74651532,127.0482691,2575.13784192718,2161.0,10494.014678323432,0.0048161340691636,2.0,58.420084399122814
24404,경기도 오산시 수청동 589-2번지,37.16973107,127.0588154,773.4280594104748,2051.0,6277.01861718608,0.0030168540475119,1.0,58.33379518421053
3426,경기도 구리시 수택동 419-23,37.59824139,127.1414472,2247.83080493763,600.2,3261.639473089171,0.0015499760677147,1.0,56.08156468274122
20164,경기도 안양시 만안구 안양2동 839-3,37.40308993,126.9159286,2299.90751676506,831.4,8026.713672540561,0.003551615908141,1.4,57.89584747587719
27656,경기도 의정부시 신곡동 713-6,37.73175123,127.0576646,1435.76603747678,62.0,6845.264801469353,0.0038827097906894,1.0,57.98165292324562
8505,경기도 부천시 심곡본동 630-35,37.4768585,126.7760634,2855.25002977369,2076.0,3836.849614013946,0.0034962013478449,2.0,56.58882975
1847,"경기도 과천시 중앙동 6-1(정부과천청사 정류장, 안양방향)",37.42680377,126.990172,1852.44093729864,363.2,4822.233649845968,0.0018604391079665,0.8,57.31079338596491
25674,"경기도 용인시 수지구 죽전동 1484 죽전어린이공원, 휴먼빌 앞",37.329562,127.116928,11397.5040727571,649.0,5078.047956965523,0.0088108974733238,2.0,57.4927593991228
31926,경기도 평택시 비전동 988-3,37.00566966,127.1028984,2061.4688691662,69.0,4028.196818516521,0.0053522007432552,2.0,60.445309631578944
20190,경기도 안양시 만안구 안양3동 695-190,37.40004997,126.9177834,2353.37274781413,574.8,9437.82705892268,0.0031204064244253,1.0,60.32885704824561
24422,경기도 오산시 수청동 산32-1,37.162522,127.067879,1543.23796292911,12.0,2772.61495443369,0.0035033055689236,2.0,57.35446850438596
1347,경기도 고양시 일산서구 대화동 2225,37.67535228,126.7471338,4846.83584171477,82.8,6474.992205909032,0.0033344766771666,2.0,59.33724447807018
8020,경기도 부천시 상동 605-6,37.49070063,126.7425825,2158.30277451257,332.0,6856.445923759349,0.0043534121253043,1.0,60.14832116885965
3786,경기도 군포시 금정동 727-7,37.36548124,126.9413361,773.4280594104748,1527.6,4749.9559720078905,0.0083698075276434,1.0,57.279821947368426
8501,경기도 부천시 심곡본동 622-10,37.47781914,126.7754434,2735.78617850862,2076.0,4906.953612827749,0.0040776437872609,0.8,57.343800043859645
3980,경기도 군포시 당동 883,37.34301644,126.9446411,2146.22978218425,552.0,11913.130652397454,0.0020791434855261,1.0,56.08156468274122
25896,"경기도 용인시 처인구 김량장동 342-9 대교주택앞(용인시 예절원 골목), 383",37.233373,127.203266,4393.48590148715,1290.6,292.9827952659181,0.0016347705493586,1.0,56.7571921381579
6391,경기도 남양주시 진건읍 용정리 780-1번지,37.657551,127.1788893,3605.22849827305,2207.0,691.1768452788414,0.0052564088239177,0.8,56.80498142982456
2117,경기도 광명시 광명동219,37.47845265,126.8470071,1617.6700015506,547.0,4872.332474411908,0.0035581620359536,2.0,59.42655503728069
19388,경기도 안양시 동안구 범계동 1040-1,37.39091542,126.9520662,773.4280594104748,1292.4,12650.842044276951,0.0024022752324815,1.0,58.284832149122806
1485,경기도 고양시 일산서구 주엽동 155,37.67090536,126.7617934,4304.4877314121,450.4,7599.071215528335,0.0038117944207811,1.0,60.74396366447368
16422,경기도 안산시 단원구 초지동 773,37.31306036,126.8180471,3992.20724032022,72.0,9902.166815727373,0.0085619306504714,1.0,56.08156468274122
3319,경기도 구리시 교문동 750,37.59570154,127.1332806,2574.69438214472,1659.0,2394.785891122094,0.0034527689850689,2.0,57.80821054605262
16685,경기도 안산시 상록구 본오동 879-1번지,37.30070904,126.8630236,3083.24461450925,456.2,9767.360776248806,0.0028042853205115,1.2,56.898311923245615
19659,경기도 안양시 동안구 호계1동 954-17,37.37241849,126.9540318,2053.91749072583,292.0,10608.247397492449,0.003202346522902,1.0,56.574976934210525
27947,경기도 의정부시 의정부동 549-4,37.73390014,127.0398114,2970.1410076993,745.0,12913.677561017808,0.0026876445720381,0.6,56.29034431578948
26474,경기도 의왕시 고천동 483-1,37.34980874,126.9771934,948.450624425,930.0,1814.290870459734,0.0056641561001885,0.6,56.08156468274122
8092,경기도 부천시 소사본동 147-18,37.47769751,126.7925565,3606.94240575161,1492.0,9131.142450956817,0.0076483108374963,1.0,56.08156468274122
7707,경기도 부천시 내동 32-3,37.51775402,126.7733487,2089.16784169806,1068.0,5515.498736650006,0.0081103663215658,1.0,60.92083647149123
7687,경기도 부천시 괴안동 99-32,37.48032594,126.8102549,4698.0427151623,1254.0,4320.264483378784,0.0044012997709709,1.0,60.12053247368421
14951,경기도 시흥시 신천동 753,37.4392715,126.7800754,5303.26735051673,121.0,4431.166237083917,0.0046067623242245,1.0,60.91309393421052
880,경기도 고양시 덕양구 행신동 755,37.6161369,126.8355123,4682.38334543874,352.0,11280.61164041993,0.0036754605214874,0.8,57.569256565789466
854,경기도 고양시 덕양구 행신동 180-11,37.6190574,126.8429814,4465.53644250514,74.6,2592.235405178806,0.0032687036434078,2.0,57.27715015789473
11070,경기도 수원시 권선구 곡반정동 604-1,37.23415167,127.0244455,7619.00103490871,960.0,1403.3335876521055,0.0048942177806392,2.0,57.09414375438596
7816,경기도 부천시 범박동 산 18-4,37.47070883,126.8062649,5022.61780091375,1106.4,3525.79744941436,0.006946198818125,1.0,59.53459015131579
15504,경기도 안산시 단원구 고잔동 656-9,37.32825633,126.8211353,5463.99123436732,139.0,4632.945944197707,0.0065070839148763,1.0,59.52522577850877
1993,경기도 광명시 광명동 247-23번지,37.47454465,126.8477084,1622.35222116608,547.0,5141.918584365328,0.002931525076463,1.0,57.406352842105264
8583,경기도 부천시 약대동 203,37.51070523,126.772127,1350.94014913597,1813.0,9700.934644340186,0.0029702007800202,1.0,58.78378184868421
13923,경기도 수원시 팔달구 매교동 124-4,37.26811538,127.0153332,9424.34901469208,1479.0,7604.55227770065,0.0044583638390053,1.0,58.83980056140352
17506,경기도 안산시 상록구 팔곡이동 382-1,37.29726018,126.8842109,4435.31483870742,0.0,6317.509441314783,0.0065329526372374,2.0,59.41991833114034
12169,경기도 수원시 영통구 매탄동 1176,37.25563063,127.0377637,9668.7332079385,1527.0,7336.3614944704,0.0037088159808467,1.2,58.029345934210525
30715,경기도 파주시 아동동 327-16,37.76513652,126.7784738,1884.26511096221,203.0,11856.217608634344,0.0015322007849849,2.0,59.758320712719296
4161,경기도 군포시 도마교동 472,37.31484563,126.924479,5122.6311961038,785.0,1944.7258315189783,0.0021534358208388,2.0,60.44200041228071
7681,경기도 부천시 괴안동 91-14,37.47882298,126.8094092,4715.79818158576,1254.0,4320.264483378784,0.0042024571851221,1.0,58.89652773245614
32226,경기도 평택시 송화리 770-7,36.96269416,127.0553993,5503.29397607399,212.0,2251.698482676888,0.0065203399514266,1.0,58.56215957675439
7990,경기도 부천시 상동 558-1,37.50105441,126.7534859,895.44391428589,1421.0,10496.689691386477,0.0048227924637515,1.0,60.80235114035088
33044,경기도 평택시 통복동 288-1,36.99466022,127.0793712,2730.25963831714,219.0,12823.99983744231,0.0016281483916107,1.0,61.86194814372806
33065,경기도 평택시 통복동 74-17,36.99868892,127.0860092,2366.23640911687,467.0,10112.057178894527,0.0021480238553355,1.0,61.61279007894736
16752,경기도 안산시 상록구 본오동 992,37.29831366,126.8591822,2655.28930001372,29.0,12855.2231885413,0.0015629705450005,1.0,58.94579529824561
7882,경기도 부천시 상동 324,37.4874449,126.7622293,1464.55770560307,2314.0,10028.673610937676,0.0035364063682677,1.4,59.28800990131578
1641,경기도 과천시 과천동 555-69,37.4502622,126.9971225,1203.2635463054,1671.0,10167.24274738297,0.0006561854117679,1.0,57.62871828070176
8286,경기도 부천시 송내동 632,37.48662975,126.7644882,1551.96313064253,2314.0,9259.607558983158,0.0060298782659502,1.0,56.12290519078948
26670,경기도 의왕시 오전동 100-3번지,37.36029852,126.9684864,1752.95355114594,2260.0,2440.97999966872,0.0025580696969011,1.0,59.259088188596486
2465,경기도 광명시 하안동 52-7번지,37.46126363,126.8804571,2353.45713879173,986.0,6990.885388326111,0.0029356992622785,1.0,59.6160470635965
8495,경기도 부천시 심곡본동 607,37.48089437,126.7757078,2434.27019994628,2076.0,7144.647120362701,0.0025374131787159,2.0,58.44197740570176
27176,경기도 의정부시 가능동 744-32,37.74140436,127.0365415,3337.84732134184,482.0,5815.585284305633,0.0046463240417884,0.8,58.74415750438597
533,경기도 고양시 덕양구 관산동 186-10,37.68568582,126.8658638,4318.0096554928,1166.0,1776.4460853804962,0.0013759495155986,1.0,57.78451324342105
8446,경기도 부천시 심곡동 498,37.48428998,126.7826878,2474.25614809756,1563.2,6399.407124048349,0.0028064908099375,0.8,57.659225508771925
3987,경기도 군포시 당동 899-20,37.35016865,126.9474789,1656.42858362096,373.6,11285.048415581385,0.001830633842766,0.4,58.27529380482456
8932,경기도 부천시 원종동 136-2,37.52692597,126.8026282,4519.78851623375,1020.8,1247.589752707575,0.0037525265840229,2.0,56.08156468274122
13206,경기도 수원시 장안구 영화동 426-9,37.28780194,127.0066443,7128.21059659675,1690.2,3341.217467603056,0.0028643024089277,1.0,56.08156468274122
33930,경기도 하남시 덕풍동 370-113,37.53748974,127.1993864,1265.37324605601,11.0,180.9593567137372,0.0039554967215251,1.0,56.08156468274122
27925,경기도 의정부시 의정부동 496-3,37.73747079,127.0448171,2544.63747668183,301.0,9619.93795164998,0.0014870098994516,1.0,58.38946971491228
19834,경기도 안양시 만안구 박달1동 94-115,37.40091735,126.9090636,1646.30814694665,1478.6,13074.003929326738,0.0020722882446104,1.0,61.29663133333334
3793,경기도 군포시 금정동 743-23,37.36216842,126.9420618,773.4280594104748,1516.0,5541.426469756676,0.0028584561627463,0.6,59.73505764035088
24239,경기도 오산시 궐동 산17-2,37.162343,127.057751,892.625487251704,1914.0,2649.987090462636,0.0029068138372855,2.0,59.377432967105264
14785,경기도 시흥시 대야동 456-2,37.446542,126.7895465,6144.34674294689,11.0,1425.404796318608,0.0053771661195388,1.0,58.239626317982456
8157,경기도 부천시 소사본동 286-2,37.47261241,126.7998762,4464.09009384859,2224.0,4844.964119681868,0.0038315466299729,1.0,59.140116188596494
10469,경기도 성남시 수정구 태평3동 4452번지,37.447091,127.130381,11337.1606759816,1014.0,7871.970676122468,0.0064559236715563,1.0,59.371067587719295
14007,경기도 수원시 팔달구 매산로2가 81-9,37.26644593,127.0039979,9204.13711174066,800.6,4027.175987138106,0.0017432097580715,1.0,56.72264058333333
9682,경기도 성남시 분당구 수내1동 6-9번지,37.378271,127.115101,12110.2977696152,657.2,8755.941489683686,0.0035372274451136,1.0,58.14545358333333
2238,경기도 광명시 소하동 904번지,37.43853325,126.8808254,2166.85998239803,464.0,3066.043971300262,0.0083552483514753,1.0,60.95528089254386
7823,경기도 부천시 삼정동 222-10,37.52275321,126.7713538,2551.61349980212,738.0,4131.776875939206,0.0021213121044166,1.2,61.35898394078948
5825,경기도 남양주시 별내동 1086번지,37.65258432,127.1142291,3808.08586289291,1415.0,1028.3500159473972,0.0060690137921633,1.0,60.36594585745614
2562,경기도 광주시 곤지암리 453-229,37.34915197,127.3370527,11782.7479930594,1695.0,1910.687926614189,0.0020022140282122,1.0,59.9650722368421
6150,경기도 남양주시 와부읍 덕소리 142-24,37.5870062,127.2162779,3984.36719293456,458.0,1418.8867978602796,0.0073122713821551,2.0,59.40328917105263
9028,경기도 부천시 원종동 364-11,37.52076227,126.8059447,4360.0867107281,1267.8,3002.936473451853,0.0034060601248587,1.0,58.26586216447369
24493,경기도 오산시 오산동 844-7번지,37.1524148,127.0695488,1440.8694413837,1438.6,8608.839199227672,0.0038735410760144,1.0,60.43214765131579
14813,경기도 시흥시 대야동 501,37.4422412,126.7878524,5696.67618609502,1131.0,1271.00775366226,0.0022544129766051,1.0,60.27199190350878
19942,경기도 안양시 만안구 석수2동 256-1,37.41871768,126.9064839,2910.95815803927,1111.0,9436.410408332653,0.0019814322927225,1.0,60.17999225438597
7881,경기도 부천시 상동 323-12,37.4876189,126.7616374,1450.6439862766,2314.0,10028.673610937676,0.0038414555821132,1.4,59.495411535087726
14840,경기도 시흥시 매화동  99-3,37.4172975,126.8174072,4511.82920690797,1821.0,376.1406269420031,0.0050026450796318,1.0,59.44685651096491
1175,경기도 고양시 일산동구 장항동 771,37.66007699,126.7714048,4982.64458705873,379.0,8057.016781180711,0.0011952841062658,2.0,59.26582762280702
15084,경기도 시흥시 정왕1동 1417-9,37.3392808,126.7502525,6293.02784781962,152.0,781.7050431505646,0.0084369047052599,1.0,60.82553996052632
24501,경기도 오산시 오산동 861-14번지,37.1496857,127.0695856,1165.06110233765,878.4,13014.10284771718,0.0062820557285369,1.0,59.404141620614034
3417,경기도 구리시 수택동 382-6,37.59936042,127.1389382,2483.42198155776,416.8,3076.920579469659,0.0020039189599521,2.0,56.39794068640351
9150,경기도 부천시 중동 1060,37.50774361,126.7753919,1309.39813778834,444.0,7236.195482542736,0.0055828111823849,1.0,60.63232135526316
4757,경기도 김포시 대곶면 율생리 331-2,37.648114,126.582934,8003.08982975148,1782.0,77.052524262322,0.0061629263301789,1.0,60.5051992368421
3844,경기도 군포시 금정동 855-3,37.36009562,126.9423133,773.4280594104748,1901.0,5188.254279648938,0.0056183144651369,2.0,58.9904060372807
16982,경기도 안산시 상록구 사동 1406-8,37.28322721,126.8523189,1249.7159126747,981.0,4240.747938969887,0.0033806829213573,0.8,57.48487770614035
3841,경기도 군포시 금정동 851-7,37.35986623,126.9414568,773.4280594104748,1901.0,5023.920167702451,0.0052049363975443,2.0,58.05083340131578
20298,경기도 안양시 만안구 안양6동 441-37,37.38906649,126.9311071,2358.62231906289,987.0,8874.302514450195,0.001820159281179,1.4,61.86194814372806
7793,경기도 부천시 도당동 89-1,37.51507466,126.7832871,2367.87294110777,1807.0,4725.399307736312,0.0020054040868231,2.0,61.635178995614034
8846,경기도 부천시 옥길동 780-5,37.46015875,126.8121247,4381.02715351571,1038.8,6504.735048776627,0.0021042035939398,0.2,59.9111501008772
26563,경기도 의왕시 내손동 758,37.37886559,126.9751762,2363.87705975988,462.0,5447.414572836913,0.0060196187644994,2.0,58.01466839254385
20375,경기도 안양시 만안구 안양8동 363-4,37.37997818,126.9362361,2051.71116793167,808.0,11509.052340301503,0.0060213096227935,1.0,60.70128778070175
8427,경기도 부천시 심곡동 407-7,37.4882858,126.7787132,1910.90768732706,2083.0,10071.799944962306,0.0023469793650459,1.2,61.86194814372806
24863,경기도 용인시 기흥구 마북동 600(도) 하이츠빌 삼거리,37.296374,127.115133,9894.6678548008,1798.0,3760.2746266252775,0.0051082688257724,1.0,61.28917452192982
8987,경기도 부천시 원종동 283,37.52262742,126.8058369,4461.77389289788,1209.2,2683.935284691317,0.001998090895402,2.0,59.9958098508772
8962,경기도 부천시 원종동 221,37.52515522,126.8034596,4453.31300892641,797.6,2287.4753173298745,0.0023063962546174,2.0,59.63276046929825
7999,경기도 부천시 상동 570-7,37.49831656,126.7524158,1020.57638996169,967.0,10534.05735141932,0.002598018983774,1.0,59.40953667105264
20241,경기도 안양시 만안구 안양4동 714-109,37.39514907,126.9177978,2292.38998958564,832.4,9252.39555364561,0.0036347709927415,2.0,59.38237551973684
30748,경기도 파주시 야당동 14-1,37.72360418,126.7711608,2775.43428753056,9.0,10548.7620791413,0.0008435569766195,1.0,59.531790059210536
2136,경기도 광명시 소하2동 1234 한솔어린이공원,37.43682623,126.8833468,2452.52353560679,284.0,3518.3518677595494,0.0047652553402829,0.2,61.86194814372806
16462,경기도 안산시 상록구 건건동 636-6,37.30456945,126.9014919,6165.39801768214,2214.0,3305.1033971061656,0.0086816574262967,1.2,61.48028010964912
26452,경기도 의왕시 고천동 272-2번지,37.34785959,126.975923,773.4280594104748,344.4,1641.477388702995,0.0073771585777972,0.6,59.1663785767544
38015,경기도 화성시 진안동 514-4,37.21143728,127.0378053,4858.0023537154,199.0,7794.880496252093,0.0041233634546044,2.0,58.30608697368421
20482,경기도 안양시 만안구 안양동 212-8,37.3906357,126.9335356,2109.94283694332,1175.0,8103.344166725872,0.0036650248434605,1.0,60.75587464035087
