소재지지번주소,위도,경도,cctvid
경기도 남양주시 평내동 591번지,37.64780794,127.2378563,6663
경기도 고양시 일산동구 중산동 1566-1,37.68865199,126.7788781,1241
경기도 화성시 남양읍 문호리 276-2,37.25990041,126.8017752,34689
경기도 평택시 현화리 297-1,36.98773254,126.9212322,33247
경기도 남양주시 호평동 산 54-14,37.66505722,127.2444162,6748
경기도 부천시 상동 551-3,37.50241218,126.7558256,7987
경기도 수원시 영통구 원천동 116-2,37.27437682,127.055615,12561
경기도 안양시 동안구 호계3동 669-4,37.36832515,126.953896,19720
경기도 의정부시 용현동 548-1,37.74626393,127.0841205,27749
경기도 파주시 덕은리 461-3,37.81021318,126.7803415,30216
경기도 부천시 약대동 112,37.51348639,126.7726546,8566
경기도 부천시 중동 1171-1,37.50045611,126.7615469,9212
경기도 안성시 양성면 노곡리 443(미곡초등학교 ),37.11067123,127.2450337,18639
경기도 이천시 부발읍 가산리 466-56번지,37.2414349,127.5102663,28826
경기도 부천시 오정동 611,37.52400843,126.7850124,8787
경기도 이천시 마장면 양촌리 327,37.2559964,127.3479019,28446
경기도 안양시 만안구 안양9동 977-1학,37.39226207,126.9046025,20444
경기도 화성시 남양읍 안석리 9-8,37.16701942,126.8343893,34782
경기도 성남시 중원구 은행2동 663-22 장미타운 부근,37.4606737,127.1682729,10830
경기도 평택시 율북리 867,37.06200479,126.9702608,32705
경기도 안산시 상록구 일동 534-1,37.31851592,126.8655594,17378
경기도 군포시 금정동 846-1,37.36058703,126.9336762,3835
경기도 동두천시 지행동 665-2번지,37.89726923,127.0472606,7412
경기도 용인시 처인구 모현읍 왕산리 513 중앙할인마트 외대입구,37.336395,127.252456,26024
경기도 화성시 향남읍 구문천리 606-2,37.07084575,126.892717,38327
경기도 평택시 서정동 885,37.06414468,127.0568467,32077
경기도 의왕시 내손동 713-1,37.39066632,126.9796019,26546
경기도 화성시 장지동 173-2,37.15919549,127.1009715,37787
경기도 양평군 개군면 공세리 144-17임,37.45968643,127.5441736,21493
경기도 구리시 갈매동 620,37.63015927,127.1160663,3221
경기도 안성시 일죽면 가리 533-14,37.07351668,127.4861637,18860
경기도 파주시 적성면 구읍리 654-11번지,37.9556814,126.9207433,31081
경기도 화성시 봉담읍 덕우리 278-117,37.15999771,126.9167699,35665
경기도 고양시 덕양구 삼송동 385-1,37.64888016,126.8812287,625
경기도 이천시 갈산동 609-4,37.2827034,127.453647,28218
경기도 의왕시 청계동 711,37.395587,127.003857,26876
경기도 수원시 영통구 매탄동 101-21,37.27354249,127.0450422,12136
경기도 남양주시 평내동 606-3,37.64353277,127.2401429,6667
경기도 안양시 만안구 안양6동 390-40,37.39365713,126.9279205,20287
경기도 성남시 야탑2동 533-5 남서울프라자 국민은행앞,37.4057237,127.1227655,10534
경기도 남양주시 진접읍 내곡리 579-2,37.67211075,127.1527061,6479
경기도 양평군 용문면 화전리 1399,37.48028028,127.6095271,22904
경기도 군포시 당동 261-12,37.3508007,126.9477114,3886
경기도 평택시 율북리 1004,37.05749352,126.9795037,32689
경기도 의정부시 녹양동 394,37.75946013,127.0325688,27395
경기도 부천시 도당동 244-8,37.50952476,126.7777621,7756
경기도 평택시 은산리 1408-1,37.09679244,127.1170215,32716
경기도 의정부시 호원동 226-148,37.70523666,127.0451798,28110
경기도 안산시 단원구 와동 846,37.33134629,126.8192048,16172
경기도 화성시 마도면 석교리 334-5,37.19835658,126.7704455,34991
"경기도 용인시 기흥구 하갈동 296-31, 296-2",37.265428,127.099874,25357
경기도 여주시 상동 383,37.29160408,127.6400818,23380
경기도 부천시 소사본동 178-38,37.47335211,126.7925226,8117
경기도 여주시 대신면 천서리 602-12,37.40306145,127.5454766,23272
경기도 이천시 장호원읍 와현리 550-2,37.1338309,127.6018055,29472
경기도 파주시 금촌동 71-11,37.76037094,126.7756206,30051
경기도 성남시 삼평동 139-1,37.3957256,127.1176881,10090
경기도 화성시 송산면 쌍정리 279-1,37.23373397,126.7256671,36811
경기도 광주시 태전동 245-92도,37.38961432,127.2272352,3057
경기도 광명시 소하동 1338-3번지,37.4472958,126.8845292,2183
경기도 안산시 상록구 사동 1171-9,37.30130346,126.8415236,16871
경기도 이천시 대월면 대흥리 산 77-1,37.2323156,127.4776363,28322
"경기도 용인시 처인구 고림동 340-2 고림초등학교, 264-4도",37.247478,127.22791,25831
경기도 안성시 공도읍 승두리 39-4,36.99402286,127.1726305,17718
경기도 파주시 덕은리 1286,37.81197382,126.7738727,30209
경기도 화성시 향남읍 제암리 340-4,37.13000712,126.8965762,38625
경기도 하남시 덕풍동 386-9,37.54156085,127.2017472,33941
경기도 용인시 수지구 풍덕천동 692-2 수지삼성2차 삼성205동 옆 도장골어린이공원,37.327102,127.092789,25777
경기도 광명시 광명동 5-2번지 우성빌라,37.49106459,126.8652024,2056
경기도 파주시 봉암리310-1,37.83202436,126.8010048,30571
경기도 성남시 분당구 백현동 531-2번지 알파돔시티 내 나들이공원 입구(서편),37.3947336,127.107977,9474
경기도 평택시 안중리 464-1,36.98432762,126.9329552,32495
경기도 파주시 목동동 928,37.72928475,126.735412,30397
경기도 화성시 오산동 591-2,37.19175132,127.0878025,37264
경기도 광주시 곤지암읍 열미리 148-2전,37.36751104,127.3538303,2623
경기도 동두천시 탑동동 784-34번지,37.88945322,127.0898516,7449
경기도 남양주시 다산동 6022,37.62258569,127.1443944,5741
경기도 의왕시 고천동 351-14,37.3534718,126.9702686,26464
경기도 평택시 후사리 28-32,37.0343789,126.9258472,33318
경기도 포천시 영북면 운천리 523-5(도) (영북우체국앞),38.0908685,127.267925,33705
경기도 화성시 서신면 전곡리 817,37.18657527,126.6545407,36459
경기도 가평군 가평읍 복장리 338-4,37.73658186,127.5051323,76
경기도 양평군 개군면 계전리 산97임,37.41576717,127.5678121,21491
경기도 고양시 덕양구 주교동 296,37.66279807,126.8292082,749
경기도 남양주시 다산동 618-3,37.60553075,127.1583142,5755
경기도 수원시 권선구 고색동 190,37.25462867,126.9942025,10937
경기도 안양시 만안구 석수동 679,37.41129994,126.9129024,20071
경기도 용인시 처인구 이동읍 송전리 1087-8,37.134626,127.202627,26306
경기도 고양시 일산동구 장항동 880,37.64680098,126.7782673,1189
경기도 파주시 적성면 설마리 산6-1번지,37.92412108,126.9514158,31083
경기도 성남시 분당구 운중동 927-1번지 산운초등학교 후문 앞,37.3898868,127.0780688,9843
경기도 김포시 구래동 6918-21 (한가람초등학교앞 주택가 인근),37.647643,126.623493,4708
경기도 양평군 옥천면 아신리 566-2대,37.51641786,127.4392259,22630
경기도 군포시 도마교동 457-1,37.31733759,126.918847,4157
경기도 수원시 팔달구 우만동 183-3,37.28384443,127.0370043,14138
경기도 안산시 단원구 선감동 산55 (임시철거-재설치예정),37.21955542,126.6303477,15700
경기도 고양시 덕양구 오금동 34-2,37.66315754,126.9192293,709
경기도 성남시 중원구 상대원2동 3001-3번지,37.440131,127.159131,10701
경기도 포천시 일동면 기산리 산103-4번지 일원(일동교차로),37.9568305,127.3225484,33803
경기도 수원시 팔달구 지동 481-16,37.27995385,127.0295269,14453
경기도 안성시 고삼면 쌍지리 892-2,37.09584303,127.2895936,17610
경기도 수원시 영통구 영통동 1064,37.25225763,127.0658734,12470
경기도 포천시 관인면 사정리 177,38.1242492,127.2587054,33351
경기도 포천시 영북면 대회산리 415-2(비둘기낭),38.0797023,127.2168468,33680
경기도 양평군 용문면 광탄리 281-1번지,37.50850588,127.6292732,22705
경기도 안성시 대덕면 신령리 296,37.02043765,127.2208281,18079
경기도 파주시 당동리 135-4,37.86146974,126.7824243,30157
경기도 남양주시 수석동 348-1,37.58970383,127.1691507,6050
경기도 시흥시 정왕4동 1889,37.3642497,126.7387224,15200
경기도 용인시 수지구 고기동 775 향나무 마을 입구,37.355418,127.069369,25384
경기도 부천시 삼정동 301-29,37.51852964,126.7719607,7846
경기도 수원시 장안구 영화동 306-1,37.29201327,127.0114342,13169
경기도 용인시 기흥구 중동 1099(공) 동진원 공원 내,37.285541,127.144241,25263
경기도 화성시 향남읍 구문천리 395,37.08330021,126.8938864,38313
경기도 수원시 영통구 이의동 1204-8,37.30394528,127.0470933,12703
경기도 수원시 권선구 평동 21-54,37.26127,126.9971299,11920
경기도 화성시 반월동 862,37.23078379,127.0627386,35458
경기도 용인시 수지구 죽전동 1336-6 쓰브 앞 1452도(단국대 좌측),37.324054,127.12627,25639
경기도 안성시 석정동 74-1(한경대 쪽문 앞 ),37.01263065,127.2661006,18569
경기도 김포시 고촌읍 풍곡리 229-6,37.604062,126.763465,4651
경기도 여주시 흥천면 외사리 610,37.35448797,127.5026432,23637
경기도 수원시 영통구 원천동 615,37.26093694,127.066856,12650
경기도 평택시 하북리 40-4,37.10917294,127.0647444,33126
경기도 양평군 단월면 향소리 174-1도,37.56129144,127.6634377,21660
경기도 평택시 봉남리 292-3,37.10282667,127.089956,31763
경기도 부천시 괴안동 118-3,37.48181246,126.8132272,7614
경기도 부천시 송내동 596-4,37.48262263,126.7738588,8278
경기도 고양시 덕양구 원당동 372-2,37.67396165,126.8491207,726
경기도 오산시 오산동 518-6번지,37.1498634,127.064508,24462
경기도 의정부시 의정부동 224,37.74392419,127.0471385,27835
경기도 부천시 고강동 412-15,37.52820296,126.8238254,7569
경기도 용인시 수지구 상현동 598-4 광교40단지 버스정류장,37.295516,127.0795574,25486
경기도 안산시 단원구 대부동동 2104,37.3004231,126.5909341,15633
경기도 안성시 원곡면 지문리 595-2,37.04199302,127.1317207,18824
경기도 고양시 덕양구 주교동 622,37.65937743,126.8375912,777
경기도 연천군 청산면 초성리 63-12,37.98740825,127.08285,24122
경기도 안양시 만안구 안양8동 342-41,37.37811864,126.9375602,20369
경기도 안산시 단원구 고잔동 676-1,37.3270928,126.8368401,15527
경기도 광명시 가학동 568-15 가학삼거리,37.41646976,126.8496825,1877
경기도 수원시 장안구 파장동 558-17,37.30921728,126.991349,13703
경기도 남양주시 지금동 산1050-1,37.60175951,127.1621792,6327
경기도 시흥시 정왕1동 2160,37.3383381,126.7561348,15113
경기도 오산시 양산동 산19-86,37.184491,127.009398,24446
경기도 화성시 봉담읍 동화리 438-13,37.21991211,126.9565414,35692
경기도 수원시 영통구 이의동 1381-26,37.28658209,127.0559743,12830
경기도 가평군 가평읍 대곡리 443-1,37.82207073,127.50336,62
경기도 부천시 괴안동 122-14,37.48200342,126.8150691,7617
경기도 평택시 신장동 261-71,37.07296482,127.0531618,32326
경기도 군포시 당동 783-59,37.3508097,126.9457806,3939
경기도 용인시 처인구 처인구 양지면 제일리 21-1,37.240147,127.321818,26353
경기도 의왕시 삼동 471-22번지 동아하이츠다세대,37.32146696,126.9498472,26653
경기도 양평군 양평읍 양근리 638,37.48624863,127.4898869,22482
경기도 군포시 산본동 98-3,37.37271428,126.942186,4446
경기도 수원시 팔달구 화서동 98-3,37.27893852,127.0016824,14628
경기도 양주시 고암동 345-2,37.820959,127.07101,20586
경기도 구리시 토평동 1004-1,37.59216933,127.151255,3694
경기도 용인시 기흥구 구갈동 234번지 일원,37.2756372,127.1163211,24712
경기도 화성시 봉담읍 수영리 413-2,37.24079662,126.9529222,35881
경기도 평택시 소사동 107-54,36.9924106,127.1286715,32177
경기도 화성시 마도면 청원리 213-3,37.1879389,126.7606118,35075
경기도 이천시 창전동 421-21번지,37.2844648,127.4416809,29718
경기도 용인시 처인구 남사면 아곡리 513-2 남곡사거리,37.139167,127.167786,25945
경기도 부천시 상동 526-1,37.51190856,126.7552221,7949
경기도 오산시 누읍동 637,37.139578,127.053021,24315
경기도 안산시 상록구 일동 580-1,37.31419522,126.8633048,17404
경기도 화성시 우정읍 한각리 716-14,37.09469682,126.7978595,37518
경기도 화성시 마도면 청원리 산157-8,37.16643026,126.7608448,35093
경기도 안산시 단원구 고잔동 506,37.33094743,126.8282726,15405
경기도 포천시 내촌면 진목리 산22-17,37.8050892,127.2183232,33423
경기도 화성시 오산동 687-4,37.18800315,127.0875843,37268
경기도 연천군 미산면 삼화리 153-9,38.01697461,126.9760751,23708
경기도 성남시 수정구 단대동 40-5 정성빌라 앞,37.4586738,127.1554988,10154
경기도 수원시 팔달구 북수동 136-1,37.28806183,127.0150022,14086
경기도 수원시 영통구 이의동 1347-3,37.29018218,127.0473902,12783
경기도 양주시 은현면 용암리 437-3(묵은저수지),37.84736472,127.0448364,21177
경기도 화성시 양감면 용소리 산26-20,37.07536961,126.9665368,37110
경기도 파주시 장파리 406-12,37.94894804,126.8385511,31075
경기도 화성시 양감면 대양리 511-4,37.08790162,126.9407632,36973
경기도 동두천시 상패동 22-26번지,37.91425901,127.0520705,7134
경기도 화성시 향남읍 행정리 569,37.13213243,126.9214853,38825
"경기도 용인시 처인구 김량장동 376 용인성당 앞 사거리, 377-1 화홍(아) 앞(용인성모어린이집, 럭키슈퍼)",37.231651,127.200764,25901
경기도 수원시 영통구 이의동 1317-4,37.29429719,127.0557597,12759
경기도 수원시 팔달구 지동 465-1,37.27699003,127.0272255,14446
경기도 광명시 소하동 881-36번지,37.43866139,126.8811974,2232
경기도 용인시 수지구 풍덕천동 17-1 수지체육공원 인라인스케이트장 앞,37.330117,127.098658,25749
경기도 수원시 영통구 원천동 378-2,37.25983837,127.0609806,12595
경기도 부천시 심곡동 164-1,37.48772212,126.7838426,8341
경기도 화성시 우정읍 매향리 314-5,37.04893637,126.7629979,37310
경기도 파주시 야당동 24-3,37.72437038,126.7717947,30768
경기도 오산시 은계동 33번지,37.160625,127.0733662,24608
경기도 광명시 철산동 450 (왕재산 근린공원(1)),37.47609845,126.8726009,2363
경기도 하남시 초이동 642-1,37.52904383,127.1668665,34316
경기도 여주시 북내면 신접리 550,37.33151838,127.6822459,23312
경기도 화성시 우정읍 이화리 310-1,37.04406437,126.8073369,37401
경기도 양평군 강하면 왕창리 산7-2,37.48330326,127.4050842,21431
경기도 평택시 서정동 891-1,37.06320781,127.0570096,32080
경기도 고양시 덕양구 행신동 963,37.62258261,126.8447636,912
경기도 성남시 분당구 구미동 230번지 무지개어린이공원,37.3397938,127.1227763,9420
경기도 수원시 권선구 권선동 1298,37.2504066,127.0364989,11260
경기도 화성시 팔탄면 해창리 산1-18,37.10917371,126.8805223,38270
경기도 안성시 보개면 상삼리 860-7 (상삼리 마을회관),37.03063033,127.3356971,18327
경기도 평택시 서정동 604-230,37.07649111,127.0394721,32016
경기도 남양주시 화도읍 녹촌리 235-2,37.65247667,127.2936917,6809
경기도 수원시 권선구 호매실동 74-5,37.26966892,126.9598315,12014
경기도 안산시 상록구 월피동 441-19,37.32955995,126.8509957,17184
경기도 안성시 성남동 372,37.00201293,127.271753,18576
경기도 수원시 장안구 파장동 361-7,37.31651146,127.0030286,13681
경기도 수원시 장안구 천천동 560-7,37.30187501,126.973717,13633
경기도 가평군 상면 태봉리 722,37.79659578,127.3370141,252
경기도 의정부시 호원동 430,37.72392036,127.0485879,28166
경기도 안양시 만안구 안양2동 88-1,37.40110539,126.9229603,20180
경기도 부천시 소사동 34-15,37.48529816,126.8005043,8048
경기도 남양주시 수동면 운수리 106-1,37.70288163,127.3295966,6015
경기도 화성시 새솔동 48,37.28672096,126.808653,36238
경기도 화성시 영천동 651-267,37.20641075,127.0884723,37172
경기도 남양주시 화도읍 묵현리 169-15,37.67094653,127.3008819,6899
경기도 과천시 문원동 332-16,37.41927202,127.0004419,1705
경기도 용인시 수지구 신봉동 1066 신봉초등학교,37.3296143,127.0688188,25565
경기도 김포시 월곶면 갈산리 521-19 (택시정류장 앞),37.702831,126.5602246,5234
경기도 양평군 양평읍 공흥리 883-2도,37.48893534,127.5002128,22189
경기도 파주시 사목리 207-2,37.86877275,126.7535357,30614
경기도 김포시 풍무동 592-14 (숲뜰자연어린이집),37.596516,126.721204,5552
경기도 양평군 지평면 대평리 1226-3도,37.42508152,127.6251484,22922
경기도 연천군 미산면 우정리 881-50,38.04161674,127.0171442,23731
경기도 시흥시 장곡동 812-3,37.377802,126.7833284,15058
경기도 남양주시 화도읍 마석우리 356,37.65913584,127.3040532,6864
경기도 화성시 청계동 524,37.20021856,127.1128066,38112
경기도 수원시 장안구 송죽동 130-3,37.30751793,127.0029609,12973
경기도 파주시 아동동 173-20,37.76350296,126.7882876,30703
경기도 평택시 비전동 780,37.00209676,127.0913293,31872
경기도 용인시 처인구 이동읍 시미리 693-3,37.157125,127.208189,26315
경기도 의정부시 신곡동 781,37.75078583,127.0794597,27680
경기도 이천시 호법면 후안리 83-1,37.22833,127.431996,29874
경기도 수원시 팔달구 고등동 238-36,37.27163687,127.0015952,13790
경기도 김포시 운양동 827-5,37.663184,126.675646,5227
경기도 안양시 동안구 호계3동 975,37.36661083,126.9574433,19738
경기도 군포시 금정동 741,37.36419596,126.9440334,3790
경기도 동두천시 생연동 789-80,37.89983163,127.0464847,7306
경기도 용인시 처인구 이동읍 화산리 665-6 (굿마트 앞),37.145422,127.202173,26334
경기도 화성시 송산면 봉가리 204-5,37.21232387,126.7449196,36715
경기도 광주시 초월읍 쌍동리 209-14도,37.37311965,127.2995869,3001
경기도 수원시 장안구 송죽동 374-31,37.29784896,127.0036563,12991
경기도 용인시 기흥구 구갈동 234번지 일원,37.273814,127.120937,24706
경기도 성남시 중원구 상대원3동 2661번지,37.4385193,127.1628501,10733
경기도 용인시 기흥구 구갈동 280-1(도) 두메골보쌈 앞,37.281501,127.111686,24719
경기도 안산시 단원구 원곡동 847,37.3268427,126.8027435,16297
경기도 의정부시 의정부동 599-2,37.73230135,127.0412399,27978
경기도 의정부시 녹양동 산91-2,37.7566761,127.0329081,27416
경기도 가평군 가평읍 승안리 50-10,37.84248661,127.5053043,87
경기도 광명시 철산동 270번지,37.47570969,126.868033,2349
경기도 남양주시 진건읍 사능리 652-14번지,37.65596813,127.1769817,6355
경기도 이천시 장호원읍 이황리 355번지,37.141102,127.590253,29478
경기도 성남시 삼평동 616-2번지 만도중앙연구소옆,37.4062829,127.1164218,10091
경기도 안양시 동안구 관양2동 1478,37.40291481,126.972286,19248
경기도 군포시 금정동 183-4,37.36581301,126.9467205,3738
경기도 수원시 팔달구 매산로2가 72-4,37.26672299,127.0055863,14005
경기도 김포시 풍무동 19-4 (신풍초등학교),37.612256,126.727039,5537
경기도 이천시 신둔면 마교리 122번지,37.3030341,127.3907282,29195
경기도 안산시 단원구 대부북동 1981 (도로),37.29078281,126.5783561,15657
경기도 평택시 세교동 279,37.00818974,127.0861148,32143
경기도 화성시 황계동 149-77,37.22424493,127.0198959,38866
경기도 안성시 석정동 257,37.00950048,127.2608612,18542
경기도 안양시 동안구 갈산동 1097-8,37.37621922,126.9613272,19134
경기도 의정부시 호원동 332-1,37.72673072,127.0457793,28137
경기도 안산시 상록구 일동 560-3,37.31648208,126.8611412,17396
경기도 안성시 일죽면 금산리 283-5,37.06557318,127.502653,18874
경기도 수원시 팔달구 교동 31-1,37.27194345,127.0124437,13868
경기도 부천시 송내동 400-15,37.48339145,126.7612059,8239
"경기도 용인시 기흥구 중동 868 쥬네브 주유소 사거리(성산마을 3001동앞), 1507",37.275976,127.152715,25283
경기도 성남시 수정구 복정동 648번지 기왓골어린이공원,37.464201,127.1278924,10184
경기도 이천시 마장면 오천리 46-6,37.2521861,127.3586917,28517
경기도 파주시 신산리 188-70,37.78081085,126.8481719,30681
경기도 안양시 동안구 신촌동 1055-2,37.38110158,126.9547522,19565
경기도 안성시 고삼면 대갈리 596,37.06559739,127.2481807,17589
경기도 가평군 설악면 신천리 784-1,37.67237943,127.4813124,305
경기도 동두천시 지행동 358번지,37.88831212,127.0590231,7402
경기도 오산시 오산동 614-37,37.148568,127.063426,24480
경기도 파주시 운천리 산26-41 (통일로2010번길 8),37.87956431,126.7724238,30990
경기도 안양시 동안구 부림동 1587-3,37.40036091,126.9599907,19412
경기도 부천시 원종동 253-10,37.528285,126.8068823,8976
경기도 광주시 역동 176-71답,37.39928409,127.2531942,2864
경기도 광명시 철산동 197번지,37.48265993,126.8631448,2332
경기도 화성시 장안면 장안리 2500,37.02604161,126.849189,37762
경기도 광명시 광명동165,37.4794632,126.8462415,2116
경기도 부천시 상동 508-9,37.51359675,126.7513695,7938
경기도 광주시 태전동 281-16유,37.39297566,127.226929,3064
경기도 의왕시 학의동 964,37.38579938,127.0202787,27005
경기도 안양시 만안구 양화로135번길 88,37.40494118,126.9045408,20561
경기도 성남시 분당구 궁내동 245번지,37.370331,127.101421,9431
경기도 안산시 단원구 신길동 1431,37.33447716,126.7626358,15984
경기도 평택시 장당동 632-1,37.05129322,127.0618344,32795
경기도 안양시 동안구 범계동 1054-4,37.38563737,126.9551599,19399
경기도 화성시 팔탄면 지월리 577-7,37.1451085,126.8905496,38244
경기도 시흥시 정왕본동 1511-9,37.3440033,126.7551119,15277
경기도 화성시 양감면 사창리 427-14,37.09081549,126.9728506,36993
경기도 평택시 비전동 740-1,36.99387679,127.0969361,31859
경기도 안산시 상록구 부곡동 662-5,37.33327854,126.8635163,16812
경기도 안성시 서운면 인리 210-2,36.94572137,127.2682615,18508
경기도 파주시 야당동 75-1,37.71493987,126.7692715,30794
경기도 성남시 중원구 은행1동 1932-1 자연관찰원입구 부근,37.4534485,127.1676522,10792
경기도 군포시 금정동 871-5,37.35328947,126.9345614,3856
경기도 화성시 서신면 전곡리 927,37.18512951,126.6531509,36464
경기도 화성시 우정읍 이화리 산95,37.0425936,126.7955268,37420
경기도 용인시 처인구 유방동 480-10 연세해나라유치원 (백옥대로1424번길 15),37.262022,127.215352,26278
경기도 화성시 매송면 원평리 91-4,37.25177382,126.9267172,35212
경기도 이천시 마장면 오천리 56-18,37.2473194,127.3594722,28522
경기도 평택시 안중리 483-1,36.98281063,126.9324159,32496
경기도 고양시 덕양구 토당동 820-16,37.62858366,126.8202026,801
경기도 김포시 대곶면 오니산리 231번지,37.667495,126.6080779,4751
경기도 화성시 봉담읍 마하리 186-8,37.17668975,126.9383484,35727
경기도 의정부시 의정부동 185-1,37.74349774,127.0511137,27800
경기도 이천시 신둔면 수남리 176-4번지,37.2883104,127.4005146,29235
경기도 수원시 영통구 이의동 1335,37.28820984,127.057375,12775
경기도 군포시 당동 952-2,37.3502974,126.9403534,4010
경기도 군포시 당동 791-10,37.34901307,126.941334,3947
경기도 성남시 분당구 운중동 877-9번지 E1-3블럭 내(음식거리 방향 차량진출입로 앞),37.3925643,127.0624901,9793
경기도 평택시 합정동 936-3,36.98690243,127.1031083,33206
경기도 용인시 처인구 역북동 733 번암공원,37.238684,127.195973,26203
경기도 의정부시 낙양동 757-3,37.75117836,127.1123116,27338
경기도 화성시 향남읍 상두리 210,37.10817143,126.9513782,38456
경기도 남양주시 조안면 조안리 928,37.55176435,127.2868608,6316
경기도 화성시 남양읍 남양리 2282,37.20656036,126.819516,34603
경기도 안성시 서운면 현매리 439-3,36.93639123,127.2215782,18525
경기도 용인시 기흥구 중동 1069 석성초등학교,37.269355,127.158491,25251
경기도 양평군 단월면 산음리 산214-1,37.61492348,127.6018194,21642
경기도 용인시 수지구 상현동 596-4 광교호수로378번길 25,37.296494,127.080509,25485
경기도 화성시 향남읍 행정리 399-33,37.12652603,126.9123981,38776
경기도 과천시 중앙동 80-1(관악산 등산로 입구),37.43319165,126.9881371,1865
경기도 부천시 옥길동 740-2,37.46427346,126.8259847,8825
경기도 연천군 전곡읍 은대리 710-33,38.05236065,127.0598709,23956
경기도 안산시 상록구 본오동 1118-8 용신로&각골로 삼거리,37.30117567,126.8727573,16503
경기도 의정부시 민락동 861-4,37.74418265,127.1092921,27496
경기도 화성시 남양읍 수화리 257-3,37.25708878,126.8173364,34737
경기도 의정부시 의정부동 409-22,37.74536244,127.0414771,27894
경기도 가평군 가평읍 상색리 509-15도,37.79298623,127.4664702,84
경기도 고양시 덕양구 화정동 919-5,37.63952522,126.8286506,980
경기도 안산시 상록구 성포동 594-3,37.32705238,126.8506787,17114
경기도 양평군 강하면 동오리 556-7대,37.45893835,127.3925653,21406
경기도 평택시 삼계리 372-1,37.04210507,126.9227539,31937
경기도 용인시 처인구 남사면 아곡리 산24,37.156378,127.166466,25951
경기도 김포시 고촌읍 신곡리 1180 (동일하이빌 앞),37.603271,126.773817,4549
경기도 수원시 영통구 매탄동 834-11,37.26381889,127.048033,12355
경기도 화성시 매송면 천천리 347,37.244657,126.9421225,35228
경기도 수원시 권선구 금곡동 1156-2,37.27337378,126.9440162,11380
경기도 용인시 수지구 풍덕천동 1083(도) 여성회관 차량출구 앞,37.32132,127.096041,25722
경기도 시흥시 하중동 863,37.3929173,126.8069086,15382
경기도 수원시 장안구 연무동 218-16,37.29614668,127.0282301,13079
경기도 수원시 권선구 입북동 816,37.30065125,126.9513375,11848
경기도 김포시 운양동 1413 (전원월드4단지아파트 401동 인근),37.647097,126.680422,5212
경기도 광명시 철산동 162번지,37.48133433,126.8647056,2326
경기도 평택시 가곡리 356-8,37.11809018,127.0727866,31178
경기도 평택시 독곡동 386-1,37.08673944,127.0630724,31525
경기도 용인시 처인구 양지면 송문리 292-12 반정마을,37.217367,127.254623,26130
경기도 김포시 양촌읍 대포리 42-3,37.620994,126.634886,5002
경기도 안성시 옥천동 200-35,37.00316509,127.2760107,18765
경기도 부천시 삼정동 297,37.51995655,126.7694912,7841
경기도 의정부시 가능동 352-7,37.75325238,127.0331529,27061
경기도 부천시 괴안동 159-13,37.48191005,126.8160653,7626
경기도 평택시 석정리 265-12,36.98932344,126.891464,32117
경기도 화성시 양감면 신왕리 114-2,37.07625877,126.9581022,37033
경기도 평택시 안정리 41-374,36.96345082,127.0486689,32453
경기도 화성시 봉담읍 마하리 4,37.18563374,126.9497377,35731
경기도 안양시 동안구 평안동 899-6,37.38692534,126.960844,19595
경기도 수원시 장안구 영화동 428-14,37.28819144,127.0092703,13207
경기도 수원시 장안구 영화동 415-3,37.29011948,127.0090435,13200
경기도 군포시 당정동 1020-1,37.34078186,126.9494255,4041
경기도 오산시 원동 814-1,37.148063,127.076959,24596
경기도 시흥시 신천동 60-5,37.4347412,126.7858287,14929
경기도 양주시 덕계동 산40-9,37.824531,127.048696,20882
경기도 광주시 초월읍 쌍동리 255-2전,37.37725954,127.2978871,3002
경기도 부천시 중동 1185,37.49810622,126.7692176,9236
경기도 이천시 장호원읍 나래리 797-1,37.117914,127.588522,29387
경기도 수원시 장안구 송죽동 442-24,37.30446607,126.9995958,13014
경기도 양평군 지평면 지평리 산63-1,37.47000349,127.6346635,23023
경기도 양평군 양평읍 오빈리 238-78전,37.50323366,127.474475,22522
경기도 여주시 가남읍 심석리 504,37.20403424,127.557701,23116
경기도 성남시 분당구 삼평동 653번지 사거리 / 655번지 맞은편  (변경전 : 백현동 655-1번지),37.3969854,127.1120954,9533
경기도 화성시 향남읍 장짐리 218-8,37.13827252,126.9126225,38599
경기도 하남시 덕풍동 776,37.55052803,127.2012247,34007
경기도 김포시 고촌읍 신곡리 532-161,37.600725,126.771061,4581
경기도 화성시 봉담읍 동화리 607,37.21455283,126.9616482,35718
경기도 남양주시 진접읍 장현리 산25-1번지,37.72938034,127.1876462,6543
경기도 안산시 상록구 사동 1429-17,37.28297453,126.8457105,17004
경기도 연천군 군남면 삼거리 400-32,38.08353653,127.018643,23658
경기도 안성시 공도읍 만정리 151-5,37.00790683,127.1857732,17664
경기도 성남시 중원구 성남동 2566번지 나들이어린이놀이터,37.4349769,127.1420629,10753
경기도 파주시 금촌동 768-4,37.76032048,126.7779756,30053
경기도 화성시 봉담읍 와우리 214-1,37.21659884,126.9707146,35918
경기도 연천군 연천읍 현가리 70-10,38.10652182,127.0779732,23874
경기도 파주시  금촌동 426,37.77185418,126.7730832,29885
경기도 수원시 팔달구 매산로3가 32-1,37.27009166,127.0093089,14037
경기도 부천시 원종동 152-9,37.52283061,126.7975173,8940
경기도 남양주시 와부읍 도곡리 1024-2번지,37.57909041,127.2239987,6194
